00	00	0	0000	0000	     Empty	             Unowned	         Grassland
16	09	0	0000	0000	     Empty	             Unowned	         Grassland
16	10	0	0000	0000	     Empty	             Unowned	         Grassland
16	11	0	0000	0000	     Empty	             Unowned	         Grassland
16	12	0	0000	0000	     Empty	             Unowned	         Grassland
16	13	0	0000	0000	     Empty	             Unowned	         Grassland
16	14	0	0000	0000	     Empty	             Unowned	         Grassland
16	15	0	0000	0000	     Empty	             Unowned	         Grassland
16	16	0	0000	0000	     Empty	             Unowned	         Grassland
16	17	0	0000	0000	     Empty	             Unowned	         Grassland
16	18	0	0000	0000	     Empty	             Unowned	         Grassland
16	19	0	0000	0000	     Empty	             Unowned	         Grassland
16	20	0	0000	0000	     Empty	             Unowned	         Grassland
16	21	0	0000	0000	     Empty	             Unowned	         Grassland
16	22	0	0000	0000	     Empty	             Unowned	         Grassland
16	23	0	0000	0000	     Empty	             Unowned	         Grassland
16	24	0	0000	0000	     Empty	             Unowned	         Grassland
16	25	0	0000	0000	     Empty	             Unowned	         Grassland
16	26	0	0000	0000	     Empty	             Unowned	         Grassland
16	27	0	0000	0000	     Empty	             Unowned	         Grassland
16	28	0	0000	0000	     Empty	             Unowned	         Grassland
16	29	0	0000	0000	     Empty	             Unowned	         Grassland
17	00	0	0000	0000	     Empty	             Unowned	         Grassland
17	01	0	0000	0000	     Empty	             Unowned	         Grassland
17	02	0	0000	0000	     Empty	             Unowned	         Grassland
17	03	0	0000	0000	     Empty	             Unowned	         Grassland
17	04	0	0000	0000	     Empty	             Unowned	         Grassland
17	05	0	0000	0000	     Empty	             Unowned	         Grassland
17	06	0	0000	0000	     Empty	             Unowned	         Grassland
17	07	0	0000	0000	     Empty	             Unowned	         Grassland
17	08	0	0000	0000	     Empty	             Unowned	         Grassland
17	09	0	0000	0000	     Empty	             Unowned	         Grassland
17	10	0	0000	0000	     Empty	             Unowned	         Grassland
17	11	0	0000	0000	     Empty	             Unowned	         Grassland
17	12	0	0000	0000	     Empty	             Unowned	         Grassland
17	13	0	0000	0000	     Empty	             Unowned	         Grassland
17	14	0	0000	0000	     Empty	             Unowned	         Grassland
17	15	0	0000	0000	     Empty	             Unowned	         Grassland
17	16	0	0000	0000	     Empty	             Unowned	         Grassland
17	17	0	0000	0000	     Empty	             Unowned	         Grassland
17	18	0	0000	0000	     Empty	             Unowned	         Grassland
17	19	0	0000	0000	     Empty	             Unowned	         Grassland
17	20	0	0000	0000	     Empty	             Unowned	         Grassland
17	21	0	0000	0000	     Empty	             Unowned	         Grassland
17	22	0	0000	0000	     Empty	             Unowned	         Grassland
17	23	0	0000	0000	     Empty	             Unowned	         Grassland
17	24	0	0000	0000	     Empty	             Unowned	         Grassland
17	25	0	0000	0000	     Empty	             Unowned	         Grassland
17	26	0	0000	0000	     Empty	             Unowned	         Grassland
17	27	0	0000	0000	     Empty	             Unowned	         Grassland
17	28	0	0000	0000	     Empty	             Unowned	         Grassland
18	00	0	0000	0000	     Empty	             Unowned	         Grassland
18	01	0	0000	0000	     Empty	             Unowned	         Grassland
18	02	0	0000	0000	     Empty	             Unowned	         Grassland
18	03	0	0000	0000	     Empty	             Unowned	         Grassland
18	04	0	0000	0000	     Empty	             Unowned	         Grassland
18	05	0	0000	0000	     Empty	             Unowned	         Grassland
18	06	0	0000	0000	     Empty	             Unowned	         Grassland
18	07	0	0000	0000	     Empty	             Unowned	         Grassland
18	08	0	0000	0000	     Empty	             Unowned	         Grassland
18	09	0	0000	0000	     Empty	             Unowned	         Grassland
18	10	0	0000	0000	     Empty	             Unowned	         Grassland
18	11	0	0000	0000	     Empty	             Unowned	         Grassland
18	12	0	0000	0000	     Empty	             Unowned	         Grassland
18	13	0	0000	0000	     Empty	             Unowned	         Grassland
18	14	0	0000	0000	     Empty	             Unowned	         Grassland
18	15	0	0000	0000	     Empty	             Unowned	         Grassland
18	16	0	0000	0000	     Empty	             Unowned	         Grassland
18	17	0	0000	0000	     Empty	             Unowned	         Grassland
18	18	0	0000	0000	     Empty	             Unowned	         Grassland
18	19	0	0000	0000	     Empty	             Unowned	         Grassland
18	20	0	0000	0000	     Empty	             Unowned	         Grassland
18	21	0	0000	0000	     Empty	             Unowned	         Grassland
18	22	0	0000	0000	     Empty	             Unowned	         Grassland
18	23	0	0000	0000	     Empty	             Unowned	         Grassland
18	24	0	0000	0000	     Empty	             Unowned	         Grassland
18	25	0	0000	0000	     Empty	             Unowned	         Grassland
18	26	0	0000	0000	     Empty	             Unowned	         Grassland
18	27	0	0000	0000	     Empty	             Unowned	         Grassland
18	28	0	0000	0000	     Empty	             Unowned	         Grassland
18	29	0	0000	0000	     Empty	             Unowned	         Grassland
19	00	0	0000	0000	     Empty	             Unowned	         Grassland
19	01	0	0000	0000	     Empty	             Unowned	         Grassland
19	02	0	0000	0000	     Empty	             Unowned	         Grassland
19	03	0	0000	0000	     Empty	             Unowned	         Grassland
19	04	0	0000	0000	     Empty	             Unowned	         Grassland
19	05	0	0000	0000	     Empty	             Unowned	         Grassland
19	06	0	0000	0000	     Empty	             Unowned	         Grassland
19	07	0	0000	0000	     Empty	             Unowned	         Grassland
19	08	0	0000	0000	     Empty	             Unowned	         Grassland
19	09	0	0000	0000	     Empty	             Unowned	         Grassland
19	10	0	0000	0000	     Empty	             Unowned	         Grassland
19	11	0	0000	0000	     Empty	             Unowned	         Grassland
19	12	0	0000	0000	     Empty	             Unowned	         Grassland
19	13	0	0000	0000	     Empty	             Unowned	         Grassland
19	14	0	0000	0000	     Empty	             Unowned	         Grassland
19	15	0	0000	0000	     Empty	             Unowned	         Grassland
19	16	0	0000	0000	     Empty	             Unowned	         Grassland
19	17	0	0000	0000	     Empty	             Unowned	         Grassland
19	18	0	0000	0000	     Empty	             Unowned	         Grassland
19	19	0	0000	0000	     Empty	             Unowned	         Grassland
19	20	0	0000	0000	     Empty	             Unowned	         Grassland
19	21	0	0000	0000	     Empty	             Unowned	         Grassland
19	22	0	0000	0000	     Empty	             Unowned	         Grassland
19	23	0	0000	0000	     Empty	             Unowned	         Grassland
19	24	0	0000	0000	     Empty	             Unowned	         Grassland
19	25	0	0000	0000	     Empty	             Unowned	         Grassland
19	26	0	0000	0000	     Empty	             Unowned	         Grassland
19	27	0	0000	0000	     Empty	             Unowned	         Grassland
19	28	0	0000	0000	     Empty	             Unowned	         Grassland
20	00	0	0000	0000	     Empty	             Unowned	         Grassland
20	01	0	0000	0000	     Empty	             Unowned	         Grassland
20	02	0	0000	0000	     Empty	             Unowned	         Grassland
20	03	0	0000	0000	     Empty	             Unowned	         Grassland
20	04	0	0000	0000	     Empty	             Unowned	         Grassland
20	05	0	0000	0000	     Empty	             Unowned	         Grassland
20	06	0	0000	0000	     Empty	             Unowned	         Grassland
20	07	0	0000	0000	     Empty	             Unowned	         Grassland
20	08	0	0000	0000	     Empty	             Unowned	         Grassland
20	09	0	0000	0000	     Empty	             Unowned	         Grassland
20	10	0	0000	0000	     Empty	             Unowned	         Grassland
20	11	0	0000	0000	     Empty	             Unowned	         Grassland
20	12	0	0000	0000	     Empty	             Unowned	         Grassland
20	13	0	0000	0000	     Empty	             Unowned	         Grassland
20	14	0	0000	0000	     Empty	             Unowned	         Grassland
20	15	0	0000	0000	     Empty	             Unowned	         Grassland
20	16	0	0000	0000	     Empty	             Unowned	         Grassland
20	17	0	0000	0000	     Empty	             Unowned	         Grassland
20	18	0	0000	0000	     Empty	             Unowned	         Grassland
20	19	0	0000	0000	     Empty	             Unowned	         Grassland
20	20	0	0000	0000	     Empty	             Unowned	         Grassland
20	21	0	0000	0000	     Empty	             Unowned	         Grassland
20	22	0	0000	0000	     Empty	             Unowned	         Grassland
20	23	0	0000	0000	     Empty	             Unowned	         Grassland
20	24	0	0000	0000	     Empty	             Unowned	         Grassland
20	25	0	0000	0000	     Empty	             Unowned	         Grassland
20	26	0	0000	0000	     Empty	             Unowned	         Grassland
20	27	0	0000	0000	     Empty	             Unowned	         Grassland
20	28	0	0000	0000	     Empty	             Unowned	         Grassland
20	29	0	0000	0000	     Empty	             Unowned	         Grassland
21	00	0	0000	0000	     Empty	             Unowned	         Grassland
21	01	0	0000	0000	     Empty	             Unowned	         Grassland
21	02	0	0000	0000	     Empty	             Unowned	         Grassland
21	03	0	0000	0000	     Empty	             Unowned	         Grassland
21	04	0	0000	0000	     Empty	             Unowned	         Grassland
21	05	0	0000	0000	     Empty	             Unowned	         Grassland
21	06	0	0000	0000	     Empty	             Unowned	         Grassland
21	07	0	0000	0000	     Empty	             Unowned	         Grassland
21	08	0	0000	0000	     Empty	             Unowned	         Grassland
21	09	0	0000	0000	     Empty	             Unowned	         Grassland
21	10	0	0000	0000	     Empty	             Unowned	         Grassland
21	11	0	0000	0000	     Empty	             Unowned	         Grassland
21	12	0	0000	0000	     Empty	             Unowned	         Grassland
21	13	0	0000	0000	     Empty	             Unowned	         Grassland
21	14	0	0000	0000	     Empty	             Unowned	         Grassland
21	15	0	0000	0000	     Empty	             Unowned	         Grassland
21	16	0	0000	0000	     Empty	             Unowned	         Grassland
21	17	0	0000	0000	     Empty	             Unowned	         Grassland
21	18	0	0000	0000	     Empty	             Unowned	         Grassland
21	19	0	0000	0000	     Empty	             Unowned	         Grassland
21	20	0	0000	0000	     Empty	             Unowned	         Grassland
21	21	0	0000	0000	     Empty	             Unowned	         Grassland
21	22	0	0000	0000	     Empty	             Unowned	         Grassland
21	23	0	0000	0000	     Empty	             Unowned	         Grassland
21	24	0	0000	0000	     Empty	             Unowned	         Grassland
21	25	0	0000	0000	     Empty	             Unowned	         Grassland
21	26	0	0000	0000	     Empty	             Unowned	         Grassland
21	27	0	0000	0000	     Empty	             Unowned	         Grassland
21	28	0	0000	0000	     Empty	             Unowned	         Grassland
22	00	0	0000	0000	     Empty	             Unowned	         Grassland
22	01	0	0000	0000	     Empty	             Unowned	         Grassland
22	02	0	0000	0000	     Empty	             Unowned	         Grassland
22	03	0	0000	0000	     Empty	             Unowned	         Grassland
22	04	0	0000	0000	     Empty	             Unowned	         Grassland
22	05	0	0000	0000	     Empty	             Unowned	         Grassland
22	06	0	0000	0000	     Empty	             Unowned	         Grassland
22	07	0	0000	0000	     Empty	             Unowned	         Grassland
22	08	0	0000	0000	     Empty	             Unowned	         Grassland
22	09	0	0000	0000	     Empty	             Unowned	         Grassland
22	10	0	0000	0000	     Empty	             Unowned	         Grassland
22	11	0	0000	0000	     Empty	             Unowned	         Grassland
22	12	0	0000	0000	     Empty	             Unowned	         Grassland
22	13	0	0000	0000	     Empty	             Unowned	         Grassland
22	14	0	0000	0000	     Empty	             Unowned	         Grassland
22	15	0	0000	0000	     Empty	             Unowned	         Grassland
22	16	0	0000	0000	     Empty	             Unowned	         Grassland
22	17	0	0000	0000	     Empty	             Unowned	         Grassland
22	18	0	0000	0000	     Empty	             Unowned	         Grassland
22	19	0	0000	0000	     Empty	             Unowned	         Grassland
22	20	0	0000	0000	     Empty	             Unowned	         Grassland
22	21	0	0000	0000	     Empty	             Unowned	         Grassland
22	22	0	0000	0000	     Empty	             Unowned	         Grassland
22	23	0	0000	0000	     Empty	             Unowned	         Grassland
22	24	0	0000	0000	     Empty	             Unowned	         Grassland
22	25	0	0000	0000	     Empty	             Unowned	         Grassland
22	26	0	0000	0000	     Empty	             Unowned	         Grassland
22	27	0	0000	0000	     Empty	             Unowned	         Grassland
22	28	0	0000	0000	     Empty	             Unowned	         Grassland
22	29	0	0000	0000	     Empty	             Unowned	         Grassland
23	00	0	0000	0000	     Empty	             Unowned	         Grassland
23	01	0	0000	0000	     Empty	             Unowned	         Grassland
23	02	0	0000	0000	     Empty	             Unowned	         Grassland
23	03	0	0000	0000	     Empty	             Unowned	         Grassland
23	04	0	0000	0000	     Empty	             Unowned	         Grassland
23	05	0	0000	0000	     Empty	             Unowned	         Grassland
23	06	0	0000	0000	     Empty	             Unowned	         Grassland
23	07	0	0000	0000	     Empty	             Unowned	         Grassland
23	08	0	0000	0000	     Empty	             Unowned	         Grassland
23	09	0	0000	0000	     Empty	             Unowned	         Grassland
23	10	0	0000	0000	     Empty	             Unowned	         Grassland
23	11	0	0000	0000	     Empty	             Unowned	         Grassland
23	12	0	0000	0000	     Empty	             Unowned	         Grassland
23	13	0	0000	0000	     Empty	             Unowned	         Grassland
23	14	0	0000	0000	     Empty	             Unowned	         Grassland
23	15	0	0000	0000	     Empty	             Unowned	         Grassland
23	16	0	0000	0000	     Empty	             Unowned	         Grassland
23	17	0	0000	0000	     Empty	             Unowned	         Grassland
23	18	0	0000	0000	     Empty	             Unowned	         Grassland
23	19	0	0000	0000	     Empty	             Unowned	         Grassland
23	20	0	0000	0000	     Empty	             Unowned	         Grassland
23	21	0	0000	0000	     Empty	             Unowned	         Grassland
23	22	0	0000	0000	     Empty	             Unowned	         Grassland
23	23	0	0000	0000	     Empty	             Unowned	         Grassland
23	24	0	0000	0000	     Empty	             Unowned	         Grassland
23	25	0	0000	0000	     Empty	             Unowned	         Grassland
23	26	0	0000	0000	     Empty	             Unowned	         Grassland
23	27	0	0000	0000	     Empty	             Unowned	         Grassland
23	28	0	0000	0000	     Empty	             Unowned	         Grassland
24	00	0	0000	0000	     Empty	             Unowned	         Grassland
24	01	0	0000	0000	     Empty	             Unowned	         Grassland
24	02	0	0000	0000	     Empty	             Unowned	         Grassland
24	03	0	0000	0000	     Empty	             Unowned	         Grassland
24	04	0	0000	0000	     Empty	             Unowned	         Grassland
24	05	0	0000	0000	     Empty	             Unowned	         Grassland
24	06	0	0000	0000	     Empty	             Unowned	         Grassland
24	07	0	0000	0000	     Empty	             Unowned	         Grassland
24	08	0	0000	0000	     Empty	             Unowned	         Grassland
24	09	0	0000	0000	     Empty	             Unowned	         Grassland
24	10	0	0000	0000	     Empty	             Unowned	         Grassland
24	11	0	0000	0000	     Empty	             Unowned	         Grassland
24	12	0	0000	0000	     Empty	             Unowned	         Grassland
24	13	0	0000	0000	     Empty	             Unowned	         Grassland
24	14	0	0000	0000	     Empty	             Unowned	         Grassland
24	15	0	0000	0000	     Empty	             Unowned	         Grassland
24	16	0	0000	0000	     Empty	             Unowned	         Grassland
24	17	0	0000	0000	     Empty	             Unowned	         Grassland
24	18	0	0000	0000	     Empty	             Unowned	         Grassland
24	19	0	0000	0000	     Empty	             Unowned	         Grassland
24	20	0	0000	0000	     Empty	             Unowned	         Grassland
24	21	0	0000	0000	     Empty	             Unowned	         Grassland
24	22	0	0000	0000	     Empty	             Unowned	         Grassland
24	23	0	0000	0000	     Empty	             Unowned	         Grassland
24	24	0	0000	0000	     Empty	             Unowned	         Grassland
24	25	0	0000	0000	     Empty	             Unowned	         Grassland
24	26	0	0000	0000	     Empty	             Unowned	         Grassland
24	27	0	0000	0000	     Empty	             Unowned	         Grassland
24	28	0	0000	0000	     Empty	             Unowned	         Grassland
24	29	0	0000	0000	     Empty	             Unowned	         Grassland
25	00	0	0000	0000	     Empty	             Unowned	         Grassland
25	01	0	0000	0000	     Empty	             Unowned	         Grassland
25	02	0	0000	0000	     Empty	             Unowned	         Grassland
25	03	0	0000	0000	     Empty	             Unowned	         Grassland
25	04	0	0000	0000	     Empty	             Unowned	         Grassland
25	05	0	0000	0000	     Empty	             Unowned	         Grassland
25	06	0	0000	0000	     Empty	             Unowned	         Grassland
25	07	0	0000	0000	     Empty	             Unowned	         Grassland
25	08	0	0000	0000	     Empty	             Unowned	         Grassland
25	09	0	0000	0000	     Empty	             Unowned	         Grassland
25	10	0	0000	0000	     Empty	             Unowned	         Grassland
25	11	0	0000	0000	     Empty	             Unowned	         Grassland
25	12	0	0000	0000	     Empty	             Unowned	         Grassland
25	13	0	0000	0000	     Empty	             Unowned	         Grassland
25	14	0	0000	0000	     Empty	             Unowned	         Grassland
25	15	0	0000	0000	     Empty	             Unowned	         Grassland
25	16	0	0000	0000	     Empty	             Unowned	         Grassland
25	17	0	0000	0000	     Empty	             Unowned	         Grassland
25	18	0	0000	0000	     Empty	             Unowned	         Grassland
25	19	0	0000	0000	     Empty	             Unowned	         Grassland
25	20	0	0000	0000	     Empty	             Unowned	         Grassland
25	21	0	0000	0000	     Empty	             Unowned	         Grassland
25	22	0	0000	0000	     Empty	             Unowned	         Grassland
25	23	0	0000	0000	     Empty	             Unowned	         Grassland
25	24	0	0000	0000	     Empty	             Unowned	         Grassland
25	25	0	0000	0000	     Empty	             Unowned	         Grassland
25	26	0	0000	0000	     Empty	             Unowned	         Grassland
25	27	0	0000	0000	     Empty	             Unowned	         Grassland
25	28	0	0000	0000	     Empty	             Unowned	         Grassland
26	00	0	0000	0000	     Empty	             Unowned	         Grassland
26	01	0	0000	0000	     Empty	             Unowned	         Grassland
26	02	0	0000	0000	     Empty	             Unowned	         Grassland
26	03	0	0000	0000	     Empty	             Unowned	         Grassland
26	04	0	0000	0000	     Empty	             Unowned	         Grassland
26	05	0	0000	0000	     Empty	             Unowned	         Grassland
26	06	0	0000	0000	     Empty	             Unowned	         Grassland
26	07	0	0000	0000	     Empty	             Unowned	         Grassland
26	08	0	0000	0000	     Empty	             Unowned	         Grassland
26	09	0	0000	0000	     Empty	             Unowned	         Grassland
26	10	0	0000	0000	     Empty	             Unowned	         Grassland
26	11	0	0000	0000	     Empty	             Unowned	         Grassland
26	12	0	0000	0000	     Empty	             Unowned	         Grassland
26	13	0	0000	0000	     Empty	             Unowned	         Grassland
26	14	0	0000	0000	     Empty	             Unowned	         Grassland
26	15	0	0000	0000	     Empty	             Unowned	         Grassland
26	16	0	0000	0000	     Empty	             Unowned	         Grassland
26	17	0	0000	0000	     Empty	             Unowned	         Grassland
26	18	0	0000	0000	     Empty	             Unowned	         Grassland
26	19	0	0000	0000	     Empty	             Unowned	         Grassland
26	20	0	0000	0000	     Empty	             Unowned	         Grassland
26	21	0	0000	0000	     Empty	             Unowned	         Grassland
26	22	0	0000	0000	     Empty	             Unowned	         Grassland
26	23	0	0000	0000	     Empty	             Unowned	         Grassland
26	24	0	0000	0000	     Empty	             Unowned	         Grassland
26	25	0	0000	0000	     Empty	             Unowned	         Grassland
26	26	0	0000	0000	     Empty	             Unowned	         Grassland
26	27	0	0000	0000	     Empty	             Unowned	         Grassland
26	28	0	0000	0000	     Empty	             Unowned	         Grassland
26	29	0	0000	0000	     Empty	             Unowned	         Grassland
27	00	0	0000	0000	     Empty	             Unowned	         Grassland
27	01	0	0000	0000	     Empty	             Unowned	         Grassland
27	02	0	0000	0000	     Empty	             Unowned	         Grassland
27	03	0	0000	0000	     Empty	             Unowned	         Grassland
27	04	0	0000	0000	     Empty	             Unowned	         Grassland
27	05	0	0000	0000	     Empty	             Unowned	         Grassland
27	06	0	0000	0000	     Empty	             Unowned	         Grassland
27	07	0	0000	0000	     Empty	             Unowned	         Grassland
27	08	0	0000	0000	     Empty	             Unowned	         Grassland
27	09	0	0000	0000	     Empty	             Unowned	         Grassland
27	10	0	0000	0000	     Empty	             Unowned	         Grassland
27	11	0	0000	0000	     Empty	             Unowned	         Grassland
27	12	0	0000	0000	     Empty	             Unowned	         Grassland
27	13	0	0000	0000	     Empty	             Unowned	         Grassland
27	14	0	0000	0000	     Empty	             Unowned	         Grassland
27	15	0	0000	0000	     Empty	             Unowned	         Grassland
27	16	0	0000	0000	     Empty	             Unowned	         Grassland
27	17	0	0000	0000	     Empty	             Unowned	         Grassland
27	18	0	0000	0000	     Empty	             Unowned	         Grassland
27	19	0	0000	0000	     Empty	             Unowned	         Grassland
27	20	0	0000	0000	     Empty	             Unowned	         Grassland
27	21	0	0000	0000	     Empty	             Unowned	         Grassland
27	22	0	0000	0000	     Empty	             Unowned	         Grassland
27	23	0	0000	0000	     Empty	             Unowned	         Grassland
27	24	0	0000	0000	     Empty	             Unowned	         Grassland
27	25	0	0000	0000	     Empty	             Unowned	         Grassland
27	26	0	0000	0000	     Empty	             Unowned	         Grassland
27	27	0	0000	0000	     Empty	             Unowned	         Grassland
27	28	0	0000	0000	     Empty	             Unowned	         Grassland
27	00	0	0000	0000	     Empty	             Unowned	         Grassland
28	01	0	0000	0000	     Empty	             Unowned	         Grassland
28	02	0	0000	0000	     Empty	             Unowned	         Grassland
28	03	0	0000	0000	     Empty	             Unowned	         Grassland
28	04	0	0000	0000	     Empty	             Unowned	         Grassland
28	05	0	0000	0000	     Empty	             Unowned	         Grassland
28	06	0	0000	0000	     Empty	             Unowned	         Grassland
28	07	0	0000	0000	     Empty	             Unowned	         Grassland
28	08	0	0000	0000	     Empty	             Unowned	         Grassland
28	09	0	0000	0000	     Empty	             Unowned	         Grassland
28	10	0	0000	0000	     Empty	             Unowned	         Grassland
28	11	0	0000	0000	     Empty	             Unowned	         Grassland
28	12	0	0000	0000	     Empty	             Unowned	         Grassland
28	13	0	0000	0000	     Empty	             Unowned	         Grassland
28	14	0	0000	0000	     Empty	             Unowned	         Grassland
28	15	0	0000	0000	     Empty	             Unowned	         Grassland
28	16	0	0000	0000	     Empty	             Unowned	         Grassland
28	17	0	0000	0000	     Empty	             Unowned	         Grassland
28	18	0	0000	0000	     Empty	             Unowned	         Grassland
28	19	0	0000	0000	     Empty	             Unowned	         Grassland
28	20	0	0000	0000	     Empty	             Unowned	         Grassland
28	21	0	0000	0000	     Empty	             Unowned	         Grassland
28	22	0	0000	0000	     Empty	             Unowned	         Grassland
28	23	0	0000	0000	     Empty	             Unowned	         Grassland
28	24	0	0000	0000	     Empty	             Unowned	         Grassland
28	25	0	0000	0000	     Empty	             Unowned	         Grassland
28	26	0	0000	0000	     Empty	             Unowned	         Grassland
28	27	0	0000	0000	     Empty	             Unowned	         Grassland
28	28	0	0000	0000	     Empty	             Unowned	         Grassland
28	29	0	0000	0000	     Empty	             Unowned	         Grassland
29	00	0	0000	0000	     Empty	             Unowned	         Grassland
29	01	0	0000	0000	     Empty	             Unowned	         Grassland
29	02	0	0000	0000	     Empty	             Unowned	         Grassland
29	03	0	0000	0000	     Empty	             Unowned	         Grassland
29	04	0	0000	0000	     Empty	             Unowned	         Grassland
29	05	0	0000	0000	     Empty	             Unowned	         Grassland
29	06	0	0000	0000	     Empty	             Unowned	         Grassland
29	07	0	0000	0000	     Empty	             Unowned	         Grassland
29	08	0	0000	0000	     Empty	             Unowned	         Grassland
29	09	0	0000	0000	     Empty	             Unowned	         Grassland
29	10	0	0000	0000	     Empty	             Unowned	         Grassland
29	11	0	0000	0000	     Empty	             Unowned	         Grassland
29	12	0	0000	0000	     Empty	             Unowned	         Grassland
29	13	0	0000	0000	     Empty	             Unowned	         Grassland
29	14	0	0000	0000	     Empty	             Unowned	         Grassland
29	15	0	0000	0000	     Empty	             Unowned	         Grassland
29	16	0	0000	0000	     Empty	             Unowned	         Grassland
29	17	0	0000	0000	     Empty	             Unowned	         Grassland
29	18	0	0000	0000	     Empty	             Unowned	         Grassland
29	19	0	0000	0000	     Empty	             Unowned	         Grassland
29	20	0	0000	0000	     Empty	             Unowned	         Grassland
29	21	0	0000	0000	     Empty	             Unowned	         Grassland
29	22	0	0000	0000	     Empty	             Unowned	         Grassland
29	23	0	0000	0000	     Empty	             Unowned	         Grassland
29	24	0	0000	0000	     Empty	             Unowned	         Grassland
29	25	0	0000	0000	     Empty	             Unowned	         Grassland
29	26	0	0000	0000	     Empty	             Unowned	         Grassland
29	27	0	0000	0000	     Empty	             Unowned	         Grassland
29	28	0	0000	0000	     Empty	             Unowned	         Grassland
30	00	0	0000	0000	     Empty	             Unowned	         Grassland
30	01	0	0000	0000	     Empty	             Unowned	         Grassland
30	02	0	0000	0000	     Empty	             Unowned	         Grassland
30	03	0	0000	0000	     Empty	             Unowned	         Grassland
30	04	0	0000	0000	     Empty	             Unowned	         Grassland
30	05	0	0000	0000	     Empty	             Unowned	         Grassland
30	06	0	0000	0000	     Empty	             Unowned	         Grassland
30	07	0	0000	0000	     Empty	             Unowned	         Grassland
30	08	0	0000	0000	     Empty	             Unowned	         Grassland
30	09	0	0000	0000	     Empty	             Unowned	         Grassland
30	10	0	0000	0000	     Empty	             Unowned	         Grassland
30	11	0	0000	0000	     Empty	             Unowned	         Grassland
30	12	0	0000	0000	     Empty	             Unowned	         Grassland
30	13	0	0000	0000	     Empty	             Unowned	         Grassland
30	14	0	0000	0000	     Empty	             Unowned	         Grassland
30	15	0	0000	0000	     Empty	             Unowned	         Grassland
30	16	0	0000	0000	     Empty	             Unowned	         Grassland
30	17	0	0000	0000	     Empty	             Unowned	         Grassland
30	18	0	0000	0000	     Empty	             Unowned	         Grassland
30	19	0	0000	0000	     Empty	             Unowned	         Grassland
30	20	0	0000	0000	     Empty	             Unowned	         Grassland
30	21	0	0000	0000	     Empty	             Unowned	         Grassland
30	22	0	0000	0000	     Empty	             Unowned	         Grassland
30	23	0	0000	0000	     Empty	             Unowned	         Grassland
30	24	0	0000	0000	     Empty	             Unowned	         Grassland
30	25	0	0000	0000	     Empty	             Unowned	         Grassland
30	26	0	0000	0000	     Empty	             Unowned	         Grassland
30	27	0	0000	0000	     Empty	             Unowned	         Grassland
30	28	0	0000	0000	     Empty	             Unowned	         Grassland
30	29	0	0000	0000	     Empty	             Unowned	         Grassland
31	00	0	0000	0000	     Empty	             Unowned	         Grassland
31	01	0	0000	0000	     Empty	             Unowned	         Grassland
31	02	0	0000	0000	     Empty	             Unowned	         Grassland
31	03	0	0000	0000	     Empty	             Unowned	         Grassland
31	04	0	0000	0000	     Empty	             Unowned	         Grassland
31	05	0	0000	0000	     Empty	             Unowned	         Grassland
31	06	0	0000	0000	     Empty	             Unowned	         Grassland
31	07	0	0000	0000	     Empty	             Unowned	         Grassland
31	08	0	0000	0000	     Empty	             Unowned	         Grassland
31	09	0	0000	0000	     Empty	             Unowned	         Grassland
31	10	0	0000	0000	     Empty	             Unowned	         Grassland
31	11	0	0000	0000	     Empty	             Unowned	         Grassland
31	12	0	0000	0000	     Empty	             Unowned	         Grassland
31	13	0	0000	0000	     Empty	             Unowned	         Grassland
31	14	0	0000	0000	     Empty	             Unowned	         Grassland
31	15	0	0000	0000	     Empty	             Unowned	         Grassland
31	16	0	0000	0000	     Empty	             Unowned	         Grassland
31	17	0	0000	0000	     Empty	             Unowned	         Grassland
31	18	0	0000	0000	     Empty	             Unowned	         Grassland
31	19	0	0000	0000	     Empty	             Unowned	         Grassland
31	20	0	0000	0000	     Empty	             Unowned	         Grassland
31	21	0	0000	0000	     Empty	             Unowned	         Grassland
31	22	0	0000	0000	     Empty	             Unowned	         Grassland
31	23	0	0000	0000	     Empty	             Unowned	         Grassland
31	24	0	0000	0000	     Empty	             Unowned	         Grassland
31	25	0	0000	0000	     Empty	             Unowned	         Grassland
31	26	0	0000	0000	     Empty	             Unowned	         Grassland
31	27	0	0000	0000	     Empty	             Unowned	         Grassland
31	28	0	0000	0000	     Empty	             Unowned	         Grassland
32	00	0	0000	0000	     Empty	             Unowned	         Grassland
32	01	0	0000	0000	     Empty	             Unowned	         Grassland
32	02	0	0000	0000	     Empty	             Unowned	         Grassland
32	03	0	0000	0000	     Empty	             Unowned	         Grassland
32	04	0	0000	0000	     Empty	             Unowned	         Grassland
32	05	0	0000	0000	     Empty	             Unowned	         Grassland
32	06	0	0000	0000	     Empty	             Unowned	         Grassland
32	07	0	0000	0000	     Empty	             Unowned	         Grassland
32	08	0	0000	0000	     Empty	             Unowned	         Grassland
32	09	0	0000	0000	     Empty	             Unowned	         Grassland
32	10	0	0000	0000	     Empty	             Unowned	         Grassland
32	11	0	0000	0000	     Empty	             Unowned	         Grassland
32	12	0	0000	0000	     Empty	             Unowned	         Grassland
32	13	0	0000	0000	     Empty	             Unowned	         Grassland
32	14	0	0000	0000	     Empty	             Unowned	         Grassland
32	15	0	0000	0000	     Empty	             Unowned	         Grassland
32	16	0	0000	0000	     Empty	             Unowned	         Grassland
32	17	0	0000	0000	     Empty	             Unowned	         Grassland
